case_id,score,recon,kl,y_true
2000033497_00001,0.19731998,0.1648826,0.008109344,0
2000033497_00002,0.16364765,0.13121028,0.008109344,0
2000033497_00003,0.33872962,0.30629224,0.008109344,0
2000033498_00001,0.2683944,0.20087965,0.016878687,0
2000033498_00002,0.1889561,0.15875185,0.0075510615,0
2000033499_00001,0.78575397,0.74728304,0.00961773,0
2000033499_00002,0.74764615,0.7091752,0.00961773,0
2000033500_00001,0.10408378,0.03913121,0.016238142,0
2000033500_00002,0.09229837,0.027345804,0.016238142,0
2000033500_00003,0.2893207,0.22436813,0.016238142,0
2000033500_00004,0.10100669,0.036054123,0.016238142,0
2000033500_00005,0.2257037,0.16075113,0.016238142,0
2000033501_00001,0.27419877,0.24323842,0.0077400855,0
2000033501_00002,0.24854942,0.21758908,0.0077400855,0
2000033501_00003,0.37219295,0.3412326,0.0077400855,0
2000033501_00004,0.22056623,0.18960589,0.0077400855,0
2000033503_00001,0.74588794,0.65254235,0.023336397,0
2000033504_00001,0.06468163,0.04000284,0.0061696963,0
2000033506_00001,0.20238446,0.14331684,0.014766906,0
2000033506_00002,0.16640654,0.10733892,0.014766906,0
2000033506_00003,0.2819274,0.22285978,0.014766906,0
2000033506_00004,0.19091477,0.13184714,0.014766906,0
2000033507_00001,7.391499,1.1522431,1.559814,0
2000033508_00001,1.0658078,0.9004844,0.041330863,0
2000033510_00001,0.25082335,0.1534552,0.02434204,0
2000033514_00001,0.38044232,0.31200674,0.017108895,0
2000033516_00001,0.08669721,0.057868607,0.007207151,0
2000033517_00001,0.05511377,0.02746554,0.006912057,0
2000033518_00001,0.20252526,0.15895572,0.010892386,0
2000033519_00001,0.14568923,0.11289844,0.0081977,0
2000033520_00001,0.076638944,0.046147633,0.0076228282,0
2000033521_00001,0.7579916,0.71545166,0.010634982,0
2000033521_00002,0.8864328,0.84389293,0.010634976,0
2000033522_00001,0.45713487,0.40990353,0.011807835,0
2000033524_00001,0.42172757,0.3973521,0.006093869,0
2000033525_00001,0.31198522,0.28144303,0.007635547,0
2000033525_00002,0.12775582,0.09721363,0.007635547,0
2000033526_00001,0.42735386,0.32320413,0.026037434,0
2000033526_00002,0.385829,0.28167927,0.026037434,0
2000033528_00001,8.01441,1.7390082,1.5688505,0
2000033529_00001,0.12346209,0.09741454,0.006511888,0
2000033531_00001,0.6187112,0.5836914,0.008754941,0
2000033531_00002,0.62627965,0.5912599,0.008754941,0
2000033532_00001,1.7906892,1.755359,0.008832551,0
2000033532_00002,0.31595728,0.2864415,0.007378941,0
2000033533_00001,0.15049373,0.114116274,0.009094362,0
2000033534_00001,6.9897346,0.6612229,1.5821279,0
2000033535_00001,0.49728835,0.40018252,0.024276458,0
2000033537_00001,0.37294185,0.3414889,0.0078632375,0
2000033538_00001,0.24352068,0.18248354,0.015259285,0
2000033539_00001,0.2650074,0.23633459,0.007168206,0
2000033539_00002,0.29484117,0.2661518,0.007172345,0
2000033542_00001,0.17440951,0.1390509,0.00883965,0
2000033543_00001,0.12315354,0.08780695,0.008836648,0
2000033545_00001,0.04002462,0.0069111553,0.008278366,0
2000033545_00002,0.048705895,0.01559243,0.008278366,0
2000033545_00003,0.045174353,0.01206089,0.008278366,0
2000033545_00004,0.3297317,0.29661822,0.008278366,0
2000033545_00005,0.07039012,0.03727666,0.008278366,0
2000033545_00006,0.059846472,0.026733007,0.008278366,0
2000033545_00007,0.06034289,0.027229425,0.008278366,0
2000033547_00001,0.494086,0.46297264,0.0077783414,0
2000033547_00002,0.47567138,0.44455802,0.0077783414,0
2000033548_00001,0.14642254,0.09726432,0.012289554,0
2000033549_00001,0.09084983,0.052088823,0.009690253,0
2000033550_00001,0.58379716,0.5529936,0.007700885,0
2000033550_00002,0.5018003,0.47099674,0.007700885,0
2000033551_00001,0.27337998,0.24526872,0.0070278198,0
2000033553_00001,0.11503234,0.08855567,0.0066191666,0
2000033554_00001,0.1363692,0.082599595,0.013442403,0
2000033557_00001,0.115397975,0.061714113,0.013420965,0
2000033558_00001,0.047585323,0.012473348,0.008777994,0
2000033558_00002,0.42121783,0.38610587,0.008777994,0
2000033559_00001,0.25063527,0.22291476,0.0069301296,0
2000033560_00001,0.17590421,0.102083616,0.018455148,0
2000033560_00002,0.4093573,0.33553672,0.018455148,0
2000033560_00003,0.6698661,0.5960455,0.018455148,0
2000033561_00001,0.78699297,0.6523672,0.033656448,0
2000033564_00001,0.56268454,0.44309404,0.029897626,0
2000033566_00001,0.28836772,0.25848547,0.0074705663,0
2000033568_00001,0.060152397,0.011025403,0.0122817485,0
2000033571_00001,0.31154025,0.24264662,0.017223407,0
2000033573_00001,0.21352267,0.1476617,0.016465241,0
2000033575_00001,0.19913182,0.13914521,0.01499665,0
2000033578_00001,0.13331361,0.06469307,0.017155135,0
2000033578_00002,0.10101291,0.032392368,0.017155135,0
2000033578_00003,0.63764393,0.5690234,0.017155135,0
2000033581_00001,0.21352172,0.18059142,0.008232577,0
2000033583_00001,1.8265349,1.7928897,0.008411299,0
2000033585_00001,0.3654913,0.3054061,0.015021301,0
2000033587_00001,7.1544085,4.488717,0.6664228,0
2000033589_00001,1.3579143,1.3119435,0.011492712,0
2000033598_00001,0.33540225,0.27162316,0.015944771,0
2000033607_00001,0.25855792,0.17793255,0.02015634,0
2000033613_00001,0.6587038,0.55069566,0.027002031,0
2000033614_00001,0.58833826,0.48766416,0.025168518,0
2000033623_00001,0.8266854,0.7259839,0.02517537,0
2000052677_00001,0.6793343,0.5613715,0.029490702,0
4507025670_00020,0.07290764,0.046832874,0.006518691,0
4507025670_00030,0.4465438,0.41096196,0.0088954605,0
4507025670_00040,0.4841119,0.44853005,0.0088954605,0
4507025670_00050,0.5903659,0.55478406,0.0088954605,0
4507025670_00060,0.5547713,0.5191895,0.0088954605,0
4507025670_00070,0.5732859,0.53770405,0.0088954605,0
4507025670_00080,0.5662608,0.530679,0.0088954605,0
4507025670_00090,0.54239213,0.5068103,0.0088954605,0
4507025670_00100,0.45986426,0.4242824,0.0088954605,0
4507025670_00110,2.0447664,2.0091846,0.0088954605,0
4507025670_00120,0.47689873,0.4413169,0.0088954605,0
4507025670_00130,0.5371022,0.5015204,0.0088954605,0
4507025670_00140,0.08504696,0.0589722,0.006518691,0
4507025670_00150,0.5029065,0.46732467,0.0088954605,0
4507025670_00160,0.46975935,0.4341775,0.0088954605,0
4507025670_00170,0.44961214,0.4140303,0.0088954605,0
4507025670_00180,0.38947248,0.35389066,0.0088954605,0
4507025670_00190,0.66601163,0.6304298,0.0088954605,0
4507025670_00200,0.4772244,0.44164255,0.0088954605,0
4507025670_00210,0.43655974,0.4009779,0.0088954605,0
4507025670_00220,0.55539536,0.5198135,0.008895468,0
4507025670_00230,0.40955123,0.37396935,0.00889547,0
4507025670_00240,0.393093,0.35751116,0.0088954605,0
4507025670_00250,0.41056526,0.37498343,0.0088954605,0
4507025670_00260,0.58958834,0.5540065,0.0088954605,0
4507025670_00270,1.1666299,1.1454754,0.0052886433,0
4507025670_00280,0.16826844,0.12003771,0.012057681,0
4507025671_00010,0.43982634,0.34266463,0.024290428,0
4507025672_00010,0.5108006,0.4135753,0.02430632,0
4507025672_00030,0.5532614,0.4560361,0.02430632,0
4507025672_00040,0.45371434,0.35648906,0.02430632,0
4507025672_00050,0.378806,0.28158072,0.02430632,0
4507025672_00060,0.49395448,0.3967292,0.02430632,0
4507025673_00010,0.16540457,0.101551495,0.01596327,0
4507025673_00020,0.18055895,0.116705865,0.01596327,0
4507025673_00030,0.1279256,0.06407253,0.01596327,0
4507025673_00040,0.19346109,0.129608,0.01596327,0
4507025673_00050,0.10589507,0.04204199,0.01596327,0
4507025673_00060,0.20255664,0.13870357,0.01596327,0
4507025673_00070,0.27808133,0.21422824,0.01596327,0
4507025674_00010,0.5960186,0.5191237,0.019223733,0
4507025675_00010,0.70603716,0.5810973,0.031234972,0
4507025675_00020,0.55752134,0.43258142,0.031234972,0
4507025675_00030,0.60154855,0.47660863,0.031234972,0
4507025675_00040,0.5871259,0.462186,0.031234972,0
4507025675_00050,0.7793077,0.6543678,0.031234972,0
4507025675_00060,1.3878944,1.2629545,0.031234972,0
4507025675_00070,0.5971301,0.47219023,0.031234972,0
4507025675_00080,0.64401746,0.5190776,0.031234972,0
4507025675_00090,0.5241779,0.39923802,0.031234972,0
4507025675_00100,1.4154726,1.2905327,0.031234972,0
4507025675_00110,1.1211286,0.9961887,0.031234972,0
4507025675_00120,0.39519987,0.27025998,0.031234972,0
4507025675_00130,0.6352031,0.5102632,0.031234972,0
4507025676_00010,0.28798807,0.21582495,0.018040784,0
4507025676_00020,0.2802605,0.20809735,0.018040784,0
4507025676_00030,0.2574702,0.17971101,0.01943979,0
4507025676_00040,0.33698642,0.2648233,0.018040784,0
4507025676_00050,0.33752826,0.26536512,0.018040784,0
4507025678_00010,0.09719308,0.066461466,0.0076829037,0
4507025678_00020,0.10328743,0.07255582,0.0076829037,0
4507025678_00030,0.14615716,0.11542555,0.0076829037,0
4507025678_00040,0.102360055,0.07162844,0.0076829037,0
4507025678_00050,0.3491196,0.318388,0.0076829037,0
4507025678_00060,0.08331099,0.052579377,0.0076829037,0
4507025678_00070,0.09003065,0.059299033,0.0076829037,0
4507025678_00080,0.07538496,0.04465334,0.0076829037,0
4507025683_00010,0.40683803,0.31046262,0.02409385,0
4507025683_00020,0.65825766,0.56188226,0.02409385,0
4507025683_00030,1.4238018,1.3274264,0.02409385,0
4507025683_00040,0.7769232,0.6805478,0.02409385,0
4507025683_00050,2.968812,0.9981646,0.49266183,0
4507025683_00060,0.48894563,0.39257023,0.02409385,0
4507025683_00070,0.70529455,0.60891914,0.02409385,0
4507025683_00080,0.9163249,0.8199495,0.02409385,0
4507025683_00090,0.256348,0.15997262,0.02409385,0
4507025683_00100,0.48294318,0.38656777,0.02409385,0
4507025684_00010,0.15772197,0.09368609,0.01600897,0
4507025684_00020,0.23712865,0.15354592,0.020895684,0
4507025684_00030,0.3118152,0.27926406,0.008137789,0
4507025685_00010,0.31345198,0.28089875,0.008138307,0
4507025685_00020,0.36577728,0.33322406,0.008138307,0
4507025685_00030,0.30019233,0.2676391,0.008138307,0
4507025685_00040,0.35328,0.32072678,0.008138307,0
4507025685_00050,0.41129008,0.37873685,0.008138307,0
4507025685_00060,0.31512606,0.28257284,0.008138307,0
4507025685_00080,0.32883564,0.2962824,0.008138307,0
4507025685_00090,0.5609773,0.528424,0.008138307,0
4507025685_00100,0.28456682,0.2520136,0.008138307,0
4507025685_00110,0.3125244,0.27997118,0.008138307,0
4507025685_00120,0.42008835,0.38753513,0.008138307,0
4507025685_00130,0.4419449,0.40939167,0.008138307,0
4507025686_00020,0.17771272,0.1519484,0.0064410805,0
4507025687_00010,0.19382352,0.12813301,0.016422624,0
4507025687_00020,0.10888599,0.043195497,0.016422624,0
4507025690_00010,0.36431915,0.26131457,0.025751142,0
4507025690_00020,0.40687376,0.3038692,0.025751142,0
4507025691_00010,0.33089477,0.31609184,0.0037007323,0
4507025691_00020,0.37394866,0.35914215,0.0037016263,0
4507025691_00030,0.5889927,0.57418656,0.0037015304,0
4507025691_00040,6.1999598,4.164138,0.5089554,0
4507025691_00050,0.327243,0.31243733,0.003701417,0
4507025691_00060,0.31216243,0.2973561,0.0037015826,0
4507025692_00010,0.13941635,0.09267949,0.011684214,0
4507025693_00010,0.121552184,0.079620376,0.010482952,0
4507025694_00010,0.7735105,0.73632365,0.009296719,0
4507025696_00010,0.45187348,0.38166165,0.01755296,0
4507025697_00010,0.4688503,0.4273849,0.010366347,0
4507025699_00010,0.12686396,0.07939483,0.011867283,0
4507025700_00010,0.21664192,0.1691753,0.011866655,0
4507025701_00010,0.14341426,0.095948204,0.011866514,0
4507025702_00010,0.14166056,0.0941945,0.011866514,0
4507025703_00010,0.14005393,0.09258618,0.0118669355,0
4507025704_00010,1.1261284,0.9974715,0.03216424,0
4507025705_00010,0.4916974,0.3866802,0.026254302,0
4507025706_00010,0.08990184,0.05541968,0.008620541,0
4507025706_00020,0.061973784,0.027491622,0.008620541,0
4507025706_00030,0.08214389,0.04766172,0.008620541,0
4507025706_00040,0.061945017,0.027462855,0.008620541,0
4507025708_00010,0.9046864,0.8428872,0.015449796,0
4507025709_00010,0.06779104,0.032703824,0.008771803,0
4507025709_00020,0.055991065,0.020904273,0.008771698,0
4507025709_00030,0.14909066,0.11400595,0.008771176,0
4507025709_00040,0.28718442,0.25209928,0.008771282,0
4507025709_00050,0.24397936,0.20889837,0.008770249,0
4507025709_00060,0.05794592,0.02286226,0.008770915,0
4507025709_00070,0.05649661,0.021417085,0.008769881,0
4507025709_00080,0.05584851,0.020765904,0.008770651,0
4507025710_00010,0.29154333,0.27726093,0.003570603,0
4507025710_00020,0.25384533,0.237932,0.003978338,0
4507025711_00010,0.5578722,0.5409651,0.0042267796,0
4507025712_00010,0.2162885,0.17907672,0.009302948,0
4507025713_00010,0.5146281,0.41047236,0.026038932,0
4507025713_00020,0.41322714,0.30907142,0.026038932,0
4507025713_00030,0.3895871,0.28543139,0.026038932,0
4507025713_00040,0.4631404,0.35898468,0.026038932,0
4507025713_00050,0.26232842,0.1581727,0.026038932,0
4507025713_00060,1.7754594,1.6713036,0.026038932,0
4507025713_00080,0.59481555,0.4995656,0.023812488,0
4507025714_00010,0.21413064,0.1769196,0.0093027605,0
4507025715_00010,0.56406313,0.53339076,0.007668093,0
4507025715_00020,0.67359644,0.643182,0.0076036104,0
4507025716_00010,0.32933226,0.3072728,0.0055148667,0
4507025720_00010,1.1626052,1.1438342,0.004692729,0
4507025720_00020,1.1823123,1.1635413,0.004692729,0
4507025722_00010,0.2609238,0.18480116,0.019030659,0
4507025723_00010,0.037747048,0.013468422,0.006069657,0
4507025735_00020,1.3154683,1.2878373,0.0069077667,0
4507025735_00030,0.19937539,0.1739157,0.006364924,0
4507025737_00010,0.1446791,0.11332354,0.007838891,0
4507025739_00010,0.2803317,0.1853536,0.023744522,0
4507025740_00010,0.34568053,0.2991711,0.011627358,0
4507025740_00020,0.50848705,0.4619776,0.011627358,0
4507025740_00030,0.1047097,0.077566616,0.006785771,0
4507025740_00040,0.5538481,0.4909266,0.015730372,0
4507025742_00010,0.39270878,0.29476953,0.024484813,0
4507025742_00020,0.38957763,0.29163837,0.024484813,0
4507025742_00030,0.31900418,0.22286159,0.024035648,0
4507025742_00040,0.234456,0.13976113,0.023673715,0
4507025744_00010,0.457263,0.35113856,0.02653111,0
4507025745_00010,0.44459984,0.34777963,0.024205051,0
4507025745_00020,0.3848208,0.28800058,0.024205051,0
4507025748_00010,0.51103765,0.47812468,0.008228249,0
4507025748_00020,0.50972474,0.47681174,0.008228249,0
4507025748_00030,0.41858253,0.38566953,0.008228249,0
4507025748_00040,0.50240195,0.46948898,0.008228249,0
4507025748_00050,1.770305,1.7215674,0.012184418,0
4507025749_00010,0.5928121,0.5521044,0.010176927,0
4507025750_00010,0.72783136,0.6481265,0.019926222,0
4507025752_00010,0.53398025,0.50006187,0.008479595,0
4507025752_00020,0.45378762,0.41986924,0.008479595,0
4507025752_00030,0.50771385,0.47379547,0.008479595,0
4507025752_00040,0.49308676,0.45916837,0.008479595,0
4507025752_00050,0.73611933,0.70220095,0.008479595,0
4507025752_00060,0.503624,0.46970564,0.008479595,0
4507025752_00070,0.4993532,0.46543482,0.008479595,0
4507025752_00080,0.8666597,0.8327413,0.008479595,0
4507025752_00090,0.48939726,0.45547888,0.008479595,0
4507025752_00100,0.5433126,0.5093942,0.008479595,0
4507025752_00110,0.6870377,0.6531193,0.008479595,0
4507025752_00120,1.4969714,1.4484196,0.012137935,0
4507025761_00010,0.5853096,0.549887,0.008855656,0
4507025761_00020,0.5573545,0.5219319,0.008855656,0
4507025761_00030,0.6724353,0.63701266,0.008855656,0
4507025761_00040,0.55748415,0.5220615,0.008855656,0
4507025761_00050,0.7309423,0.6955197,0.008855656,0
4507025761_00060,0.59984416,0.56442153,0.008855656,0
4507025761_00080,0.5144564,0.47903374,0.008855656,0
4507025761_00090,0.6963631,0.66094047,0.008855656,0
4507025761_00100,0.5616346,0.526212,0.008855656,0
4507025761_00110,0.9147264,0.8784536,0.009068197,0
4507025767_00010,0.14999586,0.1166052,0.008347667,0
4507025769_00010,0.446009,0.32598367,0.030006332,0
4507025769_00020,0.4621864,0.34216106,0.030006332,0
4507025769_00030,0.46352947,0.34350416,0.030006329,0
4507025769_00040,0.5769798,0.45695448,0.030006329,0
4507025769_00050,0.4587241,0.3386988,0.030006329,0
4507025769_00060,0.707632,0.58760667,0.030006329,0
4507025769_00070,0.48897183,0.36871725,0.030063642,0
4507025770_00010,0.1751129,0.14897208,0.006535204,0
4507025770_00020,0.6781511,0.65200925,0.0065354537,0
4507025770_00030,0.4276853,0.40177596,0.006477332,0
4507025770_00040,0.3976905,0.3715494,0.006535277,0
4507025770_00050,0.21559995,0.18945825,0.006535425,0
4507025770_00060,0.15904227,0.13313492,0.00647684,0
4507025771_00010,0.28009918,0.24737798,0.008180301,0
4507025773_00010,0.058095537,0.015788691,0.010576712,0
4507025773_00020,0.1324437,0.083292425,0.01228782,0
4507025773_00030,0.16497287,0.115821585,0.01228782,0
4507025773_00040,0.24575746,0.19660619,0.01228782,0
4507025773_00050,0.28708008,0.23792881,0.01228782,0
4507025774_00010,0.14689858,0.12792489,0.004743423,0
4507025774_00020,0.17502627,0.15605249,0.004743445,0
4507025774_00030,0.15746632,0.1384926,0.004743431,0
4507025774_00040,0.16447541,0.14550161,0.00474345,0
4507025774_00050,0.1502731,0.13124864,0.0047561163,0
4507025774_00060,0.16719194,0.1481654,0.0047566327,0
4507025774_00070,0.13292721,0.11395326,0.0047434866,0
4507025774_00080,0.5929108,0.5739371,0.0047434284,0
4507025774_00090,0.31142247,0.29244852,0.0047434885,0
4507025774_00100,0.13211724,0.11309436,0.004755722,0
4507025774_00110,0.1376758,0.118652396,0.004755854,0
4507025774_00120,0.16361357,0.14463957,0.004743501,0
4507025775_00010,0.36167008,0.32536933,0.00907519,0
4507025776_00010,0.4972557,0.45726523,0.009997621,0
4507025777_00010,1.047647,0.8133842,0.058565695,0
4507025777_00020,1.095728,0.8614652,0.058565695,0
4507025779_00010,0.447133,0.3434601,0.025918221,0
4507025780_00010,0.1221958,0.076660335,0.011383867,0
4507025780_00020,0.42876518,0.3832297,0.011383867,0
4507025781_00010,0.9082891,0.72662246,0.04541666,0
4507025782_00010,1.6537979,1.3181033,0.08392364,0
4507025784_00010,0.95148045,0.8042301,0.03681259,0
4507025785_00010,0.88781285,0.7801653,0.026911892,0
4507025786_00010,2.4777594,1.6163737,0.21534644,0
4507025787_00010,0.26311925,0.1726996,0.022604913,0
4507025788_00010,0.2918259,0.23669165,0.013783563,0
4507025788_00020,0.3423941,0.32209957,0.005073638,0
4507025789_00010,0.5829582,0.541387,0.0103928,0
4507025790_00010,0.20070103,0.15591663,0.0111961,0
4507025791_00010,0.14660293,0.12299064,0.0059030727,0
4507025792_00010,0.33890748,0.31988454,0.004755736,0
4507025793_00010,0.6216233,0.36895,0.06316832,0
4507025793_00020,7.722317,3.8138673,0.9771125,0
4507025795_00010,4.077915,1.3501625,0.68193823,0
4507025797_00010,0.17524965,0.15142453,0.00595628,0
4507025797_00020,0.17173319,0.14790675,0.0059566083,0
4507025798_00020,0.9603597,0.29938817,0.16524288,0
4507025799_00010,0.07840921,0.05349663,0.006228145,0
4507025800_00010,0.09917324,0.036081403,0.01577296,0
4507025805_00010,1.2683396,1.2290325,0.009826773,0
4507025806_00010,0.91317165,0.77217585,0.035248954,0
4507025808_00010,0.15950781,0.14054343,0.0047410955,0
4507025808_00020,0.18700972,0.16804752,0.004740552,0
4507025808_00030,0.16269279,0.14373058,0.004740552,0
4507025808_00040,0.14601837,0.12705617,0.004740552,0
4507025808_00050,0.16032472,0.14136252,0.004740552,0
4507025808_00060,0.17717785,0.15821347,0.0047410955,0
4507025808_00070,0.17298704,0.15402266,0.0047410955,0
4507025808_00080,0.13524777,0.11628339,0.0047410955,0
4507025808_00090,0.18692091,0.16795653,0.0047410955,0
4507025808_00100,0.15348418,0.1345198,0.0047410955,0
4507025808_00110,0.23386472,0.21490034,0.0047410955,0
4507025808_00120,0.12443648,0.1038555,0.0051452457,0
4507025808_00130,0.15073304,0.13177025,0.0047406973,0
4507025808_00140,0.14612408,0.1271613,0.0047406973,0
4507025808_00150,0.18637338,0.1674106,0.0047406973,0
4507025808_00160,0.13849631,0.11953464,0.004740419,0
4507025808_00170,0.14975777,0.1307961,0.004740419,0
4507025808_00180,0.14211029,0.12314861,0.004740419,0
4507025808_00190,0.14652857,0.1275669,0.004740419,0
4507025808_00200,0.12756217,0.106982134,0.0051450096,0
4507025808_00210,0.16222164,0.1416416,0.0051450096,0
4507025808_00220,0.11930204,0.098722,0.0051450096,0
4507025808_00230,0.12477214,0.1041921,0.0051450096,0
4507025808_00240,0.13678521,0.11620516,0.0051450096,0
4507025808_00250,0.12751946,0.1069394,0.0051450157,0
4507025809_00010,0.57466984,0.4656424,0.02725686,0
4507025810_00010,0.08432724,0.05708933,0.006809478,0
4507025810_00020,0.2857493,0.25851136,0.006809478,0
4507025810_00030,0.19147903,0.16424115,0.006809471,0
4507025813_00010,3.30689,0.48244488,0.70611125,0
4507025814_00010,0.5821125,0.54555666,0.009138952,0
4507025814_00020,0.5396835,0.5031283,0.009138811,0
4507025815_00010,0.17991334,0.15767807,0.005558819,0
4507025817_00010,4.679602,4.4761257,0.05086909,0
4507025818_00010,3.737408,1.1929631,0.6361112,0
4507025818_00020,3.353952,0.8095139,0.63610953,0
4507025818_00030,2.8677573,0.32331404,0.63611084,0
4507025818_00040,3.5487468,1.0043027,0.636111,0
4507025818_00060,4.3909698,1.8465856,0.636096,0
4507025818_00070,3.7888708,1.244432,0.6361097,0
4507025818_00080,3.429697,0.8853067,0.63609755,0
4507025818_00090,3.8858294,1.3413845,0.6361112,0
4507025818_00100,3.7233543,1.178971,0.6360958,0
4507025818_00110,5.7440314,3.199623,0.6361021,0
4507025818_00120,8.307016,5.7625775,0.63610965,0
4507025819_00010,0.14470643,0.119460754,0.006311417,0
4507025820_00010,0.29898265,0.26415914,0.00870588,0
4507025820_00020,0.21289693,0.1780734,0.00870588,0
4507025820_00030,0.3408993,0.26027653,0.020155687,0
4507025821_00010,0.7176003,0.65695596,0.015161084,0
4507025822_00010,0.21587288,0.18052424,0.008837159,0
4507025822_00020,1.3505657,1.3005178,0.012511964,0
4507025822_00030,0.51863074,0.4698786,0.012188039,0
4507025824_00010,0.47017157,0.11696197,0.0883024,0
4507025825_00010,1.7135762,1.648397,0.016294798,0
4507025826_00010,1.6474068,1.5821334,0.016318344,0
4507025828_00010,1.2669773,1.1075757,0.039850406,0
4507025829_00010,0.9262215,0.86089253,0.016332237,0
4507025831_00010,0.243768,0.11319707,0.032642733,0
4507025832_00010,1.831092,1.4704843,0.090151936,0
4507025832_00020,1.2023257,0.84171796,0.090151936,0
4507025832_00030,0.88192475,0.521317,0.090151936,0
4507025832_00040,1.8982614,1.5376537,0.090151936,0
4507025833_00010,2.5004783,2.1398535,0.09015617,0
4507025833_00020,1.0209895,0.66036487,0.09015617,0
4507025834_00010,0.938409,0.82832205,0.02752173,0
4507025834_00020,0.3855258,0.32579768,0.01493203,0
4507025835_00010,0.17898925,0.16202182,0.004241858,0
4507025836_00010,1.2111713,0.6090276,0.15053591,0
4507025836_00020,2.6296058,2.027462,0.15053591,0
4507025836_00030,1.2262447,0.62410104,0.15053591,0
4507025836_00040,2.7348828,2.1327393,0.15053591,0
4507025837_00010,1.0579193,0.5254766,0.13311066,0
4507025837_00020,2.1732588,1.6408161,0.13311066,0
4507025837_00030,0.5674435,0.03500088,0.13311066,0
4507025837_00040,1.1447092,0.6122666,0.13311066,0
4507025837_00050,1.1933783,0.6609357,0.13311066,0
4507025837_00060,0.78494096,0.25249833,0.13311066,0
4507025838_00010,0.6288898,0.17597595,0.113228455,0
4507025838_00020,1.831682,1.3787681,0.113228455,0
4507025838_00030,0.8499743,0.39706045,0.113228455,0
4507025838_00040,1.6575027,1.2045888,0.113228455,0
4507025838_00050,1.3770247,0.96587425,0.1027876,0
4507025838_00060,0.6181745,0.16526067,0.113228455,0
4507025838_00070,1.712122,1.2592082,0.113228455,0
4507025838_00080,0.739036,0.2861222,0.113228455,0
4507025838_00090,1.984091,1.5311772,0.113228455,0
4507025838_00100,0.9185362,0.46562237,0.113228455,0
4507025838_00110,1.0118544,0.55894065,0.113228455,0
4507025838_00120,0.68910474,0.2361909,0.113228455,0
4507025838_00130,0.88306755,0.43015373,0.113228455,0
4507025838_00140,1.5431032,1.0901895,0.113228455,0
4507025839_00010,0.08224586,0.03599562,0.01156256,0
4507025839_00020,0.100314036,0.0540638,0.01156256,0
4507025839_00030,0.05874931,0.023440465,0.008827211,0
